Maine 2025 Priority Bills,Stance,Issues,Status Text,Future Hearing Dates,Last Timeline Action,Source Link,AI Summary,Sponsors List,Cosponsors List
L.D. 568 (S.P. 248): An Act to Modify the Process for Standard-offer Contracts with the Public Utilities Commission ,Watching,,Introduced or Prefiled,,Voted Otp-Am,https://legislature.maine.gov/billtracker/#Paper/568?legislature=132,"The legislative document from the 132nd Maine Legislature proposes modifications to the process for standard-offer contracts managed by the Public Utilities Commission. Specifically, it amends 35-A MRSA §3212, sub-§2, ¶B to set the maximum duration of these contracts to six months. The bill mandates that if the commission rejects all bids for a new contract at the expiration of the current one, the existing contract will continue until a new bid is accepted. Additionally, if a standard-offer service provider proposes a new contract with a higher electricity rate than the expiring one, they must provide justification for the rate increase. This legislation aims to ensure price stability and contract flexibility while addressing market risks in the electricity service sector.",ME Sen. Matt Harrington (R-ME-033),
"L.D. 646 (H.P. 414): Resolve, Establishing the Commission to Study Unregulated Storm Water Pollution ",Support,,Introduced or Prefiled,,"Carried Over, In The Same Posture, To The Next Special Or Regular Session Of The 132Nd Legislature, Pursuant To Joint Order Sp 519.",https://legislature.maine.gov/billtracker/#Paper/646?legislature=132,"The legislative document establishes the Commission to Study How to Address Unregulated Storm Water Pollution in Maine, recognizing the urgency of the issue as an emergency. The commission will consist of 13 members, including legislators, environmental representatives, and government officials, tasked with reviewing scientific data on storm water pollution and its effects on public and environmental health. The commission is required to identify knowledge gaps, recommend policies, and address barriers to mitigating storm water pollution. Appointments to the commission must be made within 30 days of the legislation's effective date, and the first meeting is to be convened within 45 days. The commission is expected to submit a report with findings and recommendations, including potential legislation, to the Joint Standing Committee on Environment and Natural Resources by December 3, 2025. The Legislative Council will provide staffing support, and the commission may seek outside funding for the study, subject to approval. The legislation takes effect immediately upon approval due to the emergency clause.","ME Rep. Arthur ""Art"" Bell (D-ME-103)",
L.D. 593 (S.P. 277): An Act to Extend Funding for the Land for Maine's Future Program ,Support,,Introduced or Prefiled,,Voted Otp-Am,https://legislature.maine.gov/billtracker/#Paper/593?legislature=132,"The legislative document from the 132nd Maine Legislature proposes an act to extend funding for the Land for Maine's Future Program. The bill, introduced by Senator Black and cosponsored by several other legislators, seeks to allocate $10 million annually from the General Fund for the fiscal years 2025-26 and 2026-27. This funding is intended for eligible expenditures and other authorized purposes as outlined in the Maine Revised Statutes, Title 5, section 6203-D. The initiative aims to support the Land for Maine's Future Trust Fund, which is managed by the Department of Agriculture, Conservation and Forestry.",ME Sen. Russell Black (R-ME-005),
L.D. 687 (S.P. 304): An Act to Assert State Ownership over Ocean Waters up to 12 Nautical Miles and Submerged Lands and Marine Resources up to 24 Nautical Miles off the State's Coast and to Direct the Attorney General to Study That Ownership ,Watching,,Introduced or Prefiled,,Pursuant To Joint Rule 310.3 Placed In Legislative Files (Dead),https://legislature.maine.gov/billtracker/#Paper/687?legislature=132,"The legislative document from the 132nd Maine Legislature proposes an act to assert state ownership over ocean waters up to 12 nautical miles and submerged lands and marine resources up to 24 nautical miles off the state's coast. The bill mandates the Office of the Attorney General to study the legal issues concerning state ownership and sovereignty over marine resources beyond the 12-nautical-mile territorial sea limit. This concept draft aims to establish Maine's jurisdiction over its coastal waters and resources, potentially impacting marine resource management and state sovereignty issues.","ME Sen. Joseph ""Joe"" Martin (R-ME-019)",
L.D. 694 (S.P. 311): An Act to Require Petitions for Interstate Transmission Lines to Include Provisions for Conservation Funding ,Watching,,Introduced or Prefiled,,"Carried Over, In The Same Posture, To The Next Special Or Regular Session Of The 132Nd Legislature, Pursuant To Joint Order Sp 519.",https://legislature.maine.gov/billtracker/#Paper/694?legislature=132,"The legislative document from the 132nd Maine Legislature introduces a requirement for petitions seeking approval to develop high-impact electric transmission lines. Specifically, the bill mandates that such petitions must include a provision for an annual payment to the Land for Maine's Future Trust Fund. This payment is set at a rate of $10,000 per megawatt of the transmission line's nameplate capacity. Furthermore, at least 20% of this payment must be allocated to the Conservation Land Management Fund. This requirement is intended to ensure that the development of high-impact electric transmission lines contributes to conservation efforts in Maine. The bill enacts a new subsection, 6-F, under 35-A MRSA §3132, to formalize this requirement.",ME Sen. Teresa Pierce (D-ME-025),
"L.D. 635 (H.P. 403): Resolve, to Direct the Attorney General to Drop the Lawsuit Filed Against Big Oil Companies Concerning Climate Change ",Oppose,,Introduced or Prefiled,,Voted Divided Report,https://legislature.maine.gov/billtracker/#Paper/635?legislature=132,"The legislative document from the 132nd Maine Legislature, titled 'Resolve, to Direct the Attorney General to Drop the Lawsuit Filed Against Big Oil Companies Concerning Climate Change,' mandates the Department of the Attorney General to dismiss and withdraw from the lawsuit 'State of Maine v. BP, PLC et al.' This case is currently pending in the United States District Court, District of Maine, under Case Number: 2:2025cv00001-NT. The resolve is presented by Representative Tuell of East Machias and cosponsored by several other representatives and a senator. The primary action of this legislative resolve is to cease legal proceedings against major oil companies concerning climate change impacts.","ME Rep. William ""Will"" Tuell (R-ME-010)",
"L.D. 757 (S.P. 290): Resolve, to Study and Oversee Water in the State of Maine ",Watching,,Introduced or Prefiled,,"Carried Over, In The Same Posture, To The Next Special Or Regular Session Of The 132Nd Legislature, Pursuant To Joint Order Sp 519.",https://legislature.maine.gov/billtracker/#Paper/757?legislature=132,"The legislative document establishes the Commission to Study the Role of Water as a Resource in the State of Maine, consisting of 17 members from various sectors, including government, public, and tribal representatives. The commission's primary duties include reviewing previous reports, developing findings and recommendations to ensure adequate clean, safe, and accessible drinking water for Maine's residents and businesses, and considering legal and regulatory changes related to water resources. The commission is tasked with submitting a report by December 3, 2025, to the Joint Standing Committee on Taxation, which may propose legislation based on the findings. Additionally, the Maine Public Drinking Water Commission is required to adopt major substantive rules regarding the transfer of permits or contracts in the sale of water-exporting entities and submit these rules for review by the newly established commission before legislative review. The commission's work aligns with ensuring sustainable water management and addressing environmental and commercial water needs in Maine.",ME Sen. Rick Bennett (R-ME-018),"ME Rep. Daniel ""Dan"" Sayre (D-ME-135)"
L.D. 912 (S.P. 402): An Act to Address the Use of Electricity by Data Centers ,Support,,Introduced or Prefiled,,"Carried Over, In The Same Posture, To The Next Special Or Regular Session Of The 132Nd Legislature, Pursuant To Joint Order Sp 519.",https://legislature.maine.gov/billtracker/#Paper/912?legislature=132,"The legislative document from the 132nd Maine Legislature introduces a new section, 35-A MRSA §3218, which addresses the electricity usage by data centers in the state. The act defines a 'data center' as a facility primarily used for processing, storing, and transmitting digital information, and a 'generation service provider' as an entity providing electricity generation services, excluding those providing behind-the-meter services to adjacent data centers. The legislation sets a 'usage maximum' limit, stipulating that a generation service provider cannot supply more than 25% of its total electricity sales to data centers within a calendar year. Additionally, generation service providers are required to submit quarterly reports to the Public Utilities Commission, detailing the electricity consumption of data centers they serve. Violations of this section will result in administrative penalties, and the Commission is authorized to adopt rules to enforce these provisions. This act aims to regulate the electricity consumption of data centers, ensuring a balanced distribution of electricity resources across the state.",,
"L.D. 820 (H.P. 527): RESOLUTION, Proposing an Amendment to the Constitution of Maine to Establish the Right to Hunt and Fish ",Watching,,Introduced or Prefiled,,"Carried Over, In The Same Posture, To The Next Special Or Regular Session Of The 132Nd Legislature, Pursuant To Joint Order Sp 519.",https://legislature.maine.gov/billtracker/#Paper/820?legislature=132,"The legislative document proposes an amendment to the Constitution of Maine to establish the right of the people to hunt, fish, and harvest game and fish, including through traditional methods. This right is subject to reasonable laws and rules enacted by the legislature and the state agency responsible for fish and wildlife management, aimed at promoting wildlife conservation and management. The amendment emphasizes that public hunting and fishing are the preferred methods for managing and controlling wildlife. The proposal includes a constitutional referendum procedure, where the amendment will be voted on by the public in a statewide election in November. If a majority of votes are in favor, the amendment will become part of the Constitution of Maine. The Secretary of State is tasked with preparing the necessary ballots and materials for the referendum process.","ME Rep. Elizabeth ""Liz"" Caruso (R-ME-072)",
L.D. 895 (S.P. 384): An Act to Support Immersive Outdoor Education by Establishing the Outdoor School for All Maine Students Program ,Watching,,Introduced or Prefiled,,Voted Otp-Am,https://legislature.maine.gov/billtracker/#Paper/895?legislature=132,"The legislative document establishes the Outdoor School for All Maine Students Program, aimed at providing immersive outdoor education for students in grades 4 to 8 across Maine. The program is designed to offer interdisciplinary and experiential learning opportunities in outdoor settings, focusing on the state's natural resources and industries. It is administered by the University of Maine Cooperative Extension Service, which will also manage the associated fund. The program will begin in the 2025-2026 school year and includes provisions for grants to support partnerships between schools and outdoor education providers. Priority for funding is given to underserved communities, including tribal schools and schools with high numbers of students qualifying for free and reduced-price lunches. The program also emphasizes the development of social and emotional skills, health and wellness, and aims to combat learning loss from the COVID-19 pandemic. An advisory committee will be established to guide the program, ensuring equitable access and evaluating its impact on students' educational and career trajectories. The legislation is considered an emergency measure, taking effect immediately upon approval.",ME Sen. Rick Bennett (R-ME-018),
"L.D. 946 (H.P. 611): Resolve, to Increase Access to Energy Efficiency Programs by Low-income and Moderate-income Residents ",Support,,Introduced or Prefiled,,Work Session Held Tabled,https://legislature.maine.gov/billtracker/#Paper/946?legislature=132,"The legislative document from the 132nd Maine Legislature, titled 'Resolve, to Increase Access to Energy Efficiency Programs by Low-income and Moderate-income Residents,' mandates the Efficiency Maine Trust to amend its rules to ensure equitable distribution of funds. Specifically, it requires that half of all electric vehicle rebates and residential incentives for energy efficiency and renewable energy investments be allocated to low-income and moderate-income residents. This includes funding for heat pumps and appliances, aiming to enhance access to energy efficiency programs for these income groups.",ME Rep. Sophia Warren (D-ME-124),
"L.D. 935 (H.P. 600): Resolve, Directing the Department of Environmental Protection to Report on Air and Soil Chemical and Metal Levels and on Soil Testing on Solar Panel Farm Sites ",Support,,Introduced or Prefiled,4/9/2025,"Carried Over, In The Same Posture, To The Next Special Or Regular Session Of The 132Nd Legislature, Pursuant To Joint Order Sp 519.",https://legislature.maine.gov/billtracker/#Paper/935?legislature=132,"The legislative document from the 132nd Maine Legislature mandates the Department of Environmental Protection to deliver two reports to the Joint Standing Committee on Environment and Natural Resources by December 3, 2025. The first report should provide data on the levels of chemicals and metals, both airborne and in soil, across the state, including details of any periodic sampling conducted by the department. The second report should focus on soil testing at solar panel farm sites, covering tests conducted before and after installation, as well as any ongoing testing and the results thereof. This initiative aligns with environmental monitoring and protection efforts, particularly in relation to renewable energy infrastructure.",ME Rep. Tracy Quint (R-ME-008),
L.D. 905 (S.P. 394): An Act to Clarify the Process to Transfer Funds Resulting from the Expiration of Unused Kilowatt-hour Credits to Be Used to Provide Assistance to Low-income Electricity Customers ,Watching,,Introduced or Prefiled,,Voted Otp,https://legislature.maine.gov/billtracker/#Paper/905?legislature=132,"The legislative document from the 132nd Maine Legislature proposes amendments to the process of handling unused kilowatt-hour credits from net energy billing arrangements. The bill mandates that transmission and distribution utilities remit the value of these expired credits to the administrators of statewide and individual low-income assistance programs, rather than the Public Utilities Commission. The remittance deadline is changed from January 1st to April 1st. Additionally, the bill requires utilities to report to the commission the number and monetary value of unused credits that expired in the previous year. These changes aim to streamline the process and ensure that the benefits of unused credits are directed towards assisting low-income electricity customers.",ME Sen. Mark Lawrence (D-ME-035),
L.D. 906 (S.P. 395): An Act to Update the Solar Energy Development Reporting Date Deadline ,Watching,,Introduced or Prefiled,,Reported Out Otp,https://legislature.maine.gov/billtracker/#Paper/906?legislature=132,"The legislative document from the 132nd Maine Legislature proposes an amendment to the existing statute 35-A MRSA §3473, sub-§1-A, which was enacted by PL 2023, c. 307, §4. The amendment changes the deadline for the Public Utilities Commission to submit its annual report on solar energy development in Maine. Previously, the report was due by January 1st each year, but the new deadline is set for February 10th. This change aims to provide the commission with additional time to compile and present its findings to the legislative committee responsible for energy matters. The bill aligns with the organization's mission to ensure timely and accurate reporting on renewable energy development, which is crucial for informed legislative oversight and decision-making in the energy sector.",ME Sen. Mark Lawrence (D-ME-035),
"L.D. 1308 (S.P. 538): Resolve, Directing the Department of Inland Fisheries and Wildlife to Establish a Working Group to Explore Opportunities to Maintain Public Access of Land ",Watching,,Introduced or Prefiled,,2025-03-26,https://legislature.maine.gov/billtracker/#Paper/1308?legislature=132,"The legislative document from the 132nd Maine Legislature directs the Department of Inland Fisheries and Wildlife to establish a working group aimed at exploring opportunities for public-private partnerships with commercial landowners. The goal is to maintain public access to privately owned land. The department is required to submit a report with recommendations and any proposed legislation to the Joint Standing Committee on Inland Fisheries and Wildlife by December 3, 2025. The committee may then propose related legislation to the Second Regular Session of the 132nd Legislature. This initiative aligns with the department's mission to ensure public access to natural resources and promote outdoor recreational activities.",ME Sen. Joe Baldacci (D-ME-009),
L.D. 1270 (H.P. 845): An Act to Establish the Department of Energy Resources ,Support,,Introduced or Prefiled,4/8/2025,"The Bill Was Referred To The Committee On Energy, Utilities And Technology In Concurrence",https://legislature.maine.gov/billtracker/#Paper/1270?legislature=132,"The legislative document establishes the Department of Energy Resources as a new cabinet-level department in Maine, replacing the Governor's Energy Office. The department is tasked with overseeing state energy policies, programs, and development efforts, aligning with the state's greenhouse gas reduction targets, and ensuring access to affordable and reliable energy. It will administer programs like the Distributed Solar and Energy Storage Program and the Maine Energy Resources Development Program, and coordinate with the Efficiency Maine Trust. The Commissioner of Energy Resources, appointed by the Governor, will develop and implement a comprehensive state energy plan, focusing on energy efficiency, renewable energy goals, and reducing oil dependence. The bill also outlines the transition of responsibilities from the Governor's Energy Office to the new department, including the transfer of existing contracts, rules, and resources. Additionally, it amends the membership requirements for the Maine State Housing Authority and the Finance Authority of Maine to include expertise in sustainability and clean energy finance. The department is required to work with legislative committees to develop transition legislation by January 1, 2026.","ME Rep. Walter ""Gerry"" Runte (D-ME-146)",
L.D. 1241 (H.P. 816): An Act to Establish the Make Change for Wildlife Program to Support the Maine Endangered and Nongame Wildlife Fund ,Watching,,Introduced or Prefiled,4/9/2025,The Bill Was Referred To The Committee On Inland Fisheries And Wildlife In Concurrence,https://legislature.maine.gov/billtracker/#Paper/1241?legislature=132,"The legislative document from the 132nd Maine Legislature proposes the establishment of the Make Change for Wildlife Program, which aims to support the Maine Endangered and Nongame Wildlife Fund. This program encourages businesses to collect voluntary customer contributions at the point of sale, with the option to deduct up to $10,000 annually from their corporate income tax, starting from the taxable year beginning January 1, 2026. The bill repeals the existing WE CARE program and replaces it with this new initiative to enhance funding for wildlife conservation efforts. The funds collected through this program will be deposited into the Maine Endangered and Nongame Wildlife Fund, aligning with the state's mission to protect and support endangered and nongame wildlife.",ME Rep. Sally Cluchey (D-ME-052),
L.D. 1245 (H.P. 820): An Act to Create a Fund to Spread Awareness of Maine's Working Waterfronts ,Watching,,Introduced or Prefiled,,The Bill Was Referred To The Committee On Housing And Economic Development In Concurrence,https://legislature.maine.gov/billtracker/#Paper/1245?legislature=132,"The legislative document establishes the Working Waterfront Information Campaign Fund, which is administered by the Maine Office of Community Affairs. The fund is designed to support information campaigns aimed at raising awareness about Maine's working waterfronts. These campaigns will target tourists and new residents in coastal and island communities, providing information on the nature and importance of working waterfronts, which are defined as parcels of land abutting tidal waters used primarily for commercial fishing and marine activities. The fund will be supported by both private and public sources, and the Office of Community Affairs will collaborate with the Department of Economic and Community Development, Office of Tourism, coastal municipal and regional governments, and organizations experienced in advocating for working waterfronts. The initiative aligns with the mission of promoting economic development and preserving Maine's coastal heritage.",ME Rep. Morgan Rielly (D-ME-127),
"L.D. 1251 (H.P. 826): Resolve, to Reduce the Cost of Energy in Maine and Further Reduce Greenhouse Gas Emissions Through Energy Contracts ",Support,,Introduced or Prefiled,4/9/2025,"The Bill Was Referred To The Committee On Energy, Utilities And Technology In Concurrence",https://legislature.maine.gov/billtracker/#Paper/1251?legislature=132,"The legislative document from the 132nd Maine Legislature outlines a resolve aimed at reducing energy costs and greenhouse gas emissions in Maine through strategic energy contracts. The Public Utilities Commission (PUC) is tasked with issuing a request for information, in consultation with the Office of the Public Advocate, the Governor's Energy Office, and the Efficiency Maine Trust, to explore opportunities for energy cost reduction contracts and physical energy storage contracts. The PUC is also directed to identify existing and potential replacement energy sources for natural gas in commercial and industrial sectors, assessing their availability, cost, and development steps. Additionally, the PUC must negotiate with gas utilities and natural gas pipeline utilities within Maine and neighboring regions to secure favorable terms for energy contracts. A report summarizing the responses and actions taken must be submitted to the Joint Standing Committee on Energy, Utilities and Technology by December 3, 2025, which may lead to further legislative action in the Second Regular Session of the 132nd Legislature.",ME Rep. Nathan Wadsworth (R-ME-082),
L.D. 1250 (H.P. 825): An Act to Provide That Portfolio Requirements for Renewable Electricity Resources Apply Only to Actual Retail Sales ,Watching,,Introduced or Prefiled,4/9/2025,"The Bill Was Referred To The Committee On Energy, Utilities And Technology In Concurrence",https://legislature.maine.gov/billtracker/#Paper/1250?legislature=132,"The legislative document from the 132nd Maine Legislature proposes amendments to the existing statutes regarding portfolio requirements for renewable electricity resources. Specifically, it mandates that these portfolio requirements apply solely to actual retail electricity sales. The amendments affect several subsections of 35-A MRSA §3210, ensuring that the portfolio requirements for Class II, Class I, and Class IA resources, as well as certain exemptions, are only applicable to actual retail sales. Additionally, a 300% multiplier is applied to the output of generators fueled by municipal solid waste in conjunction with recycling, with this provision set to be repealed on January 1, 2027. The bill aims to clarify and limit the application of renewable portfolio standards to actual sales, potentially impacting how competitive electricity providers manage their supply sources and report compliance with renewable energy mandates.",ME Rep. Nathan Wadsworth (R-ME-082),
"L.D. 274 (H.P. 178): An Act Making Unified Allocations from the Highway Fund and Other Funds for the Expenditures of State Government and Changing Certain Provisions of the Law Necessary to the Proper Operations of State Government for the Fiscal Years Ending June 30, 2025, June 30, 2026 and June 30, 2027 ",Watching,,Enacted,,Signed By The Governor (Emergency Measure),https://legislature.maine.gov/billtracker/#Paper/274?legislature=132,"The legislative text outlines the allocation of funds from the Highway Fund and other sources for the fiscal years ending June 30, 2025, 2026, and 2027, with a focus on the operations of state government in Maine. It includes detailed appropriations for various departments such as Administrative and Financial Services, Environmental Protection, Public Safety, and Transportation, among others. The bill also introduces changes to existing laws, such as the adjustment of the Local Road Assistance Program funding and the increase in the attrition rate for executive branch departments from 1.6% to 5% for the 2026-2027 biennium. Additionally, it authorizes the transfer of unallocated Highway Fund balances to support capital and operational needs in transportation programs. The bill also amends several statutes related to the TransCap Trust Fund and the allocation of fees and funds to support transportation infrastructure improvements. The legislation is deemed an emergency and takes effect immediately upon approval.",ME Rep. Lydia Crafts (D-ME-046),
"L.D. 275 (H.P. 179): An Act to Make Supplemental Allocations from the Highway Fund and Other Funds for the Expenditures of State Government and to Change Certain Provisions of the Law Necessary to the Proper Operations of State Government for the Fiscal Year Ending June 30, 2025 ",Watching,,Enacted,,Signed By The Governor (Emergency Measure),https://legislature.maine.gov/billtracker/#Paper/275?legislature=132,"The legislative text outlines supplemental allocations from the Highway Fund and other funds for the fiscal year ending June 30, 2025, to support various state government operations in Maine. It includes funding for reclassifications and reorganizations within the Department of Public Safety and the Department of Secretary of State, specifically for the State Police and Motor Vehicles Administration. The bill allocates $24,135 from the Highway Fund for the Department of Public Safety and $345,369 for the Department of Secretary of State, with specific allocations for technology, postage, and personnel reclassifications. Additionally, the Department of Transportation receives a one-time capital expenditure of $15,000,000, offset by a reduction in personal services due to anticipated vacancies. The bill also allows for the carry-forward of up to $9,000,000 for the Bureau of Motor Vehicles modernization and license plate projects, and $2,500,000 for continued modernization efforts. The legislation is deemed an emergency and takes effect immediately upon approval.",ME Rep. Lydia Crafts (D-ME-046),
L.D. 1065 (S.P. 438): An Act Regarding the Reduction and Recycling of Food Waste ,Watching,,Introduced or Prefiled,,Carry Over Approved,https://legislature.maine.gov/billtracker/#Paper/1065?legislature=132,"The legislative text outlines a comprehensive framework aimed at reducing and recycling food waste in Maine. The primary provisions mandate that, starting July 1, 2027, designated food waste generators are prohibited from disposing of food waste in incineration facilities or landfills. Instead, they must reduce food waste volume, donate excess edible food, and manage remaining waste through agricultural use, composting, or anaerobic digestion. The legislation defines a designated food waste generator based on the average weekly food waste produced and its proximity to an organics recycler. Initially, from July 1, 2027, to June 30, 2029, this applies to entities generating two or more tons of food waste weekly within 20 miles of a recycler. From July 1, 2029, the threshold lowers to one ton per week within 25 miles. By July 1, 2032, the Department of Environmental Protection may extend these criteria to include those generating less than one ton but more than 100 pounds weekly or located farther than 25 miles from a recycler. The bill also allows for temporary hardship waivers of up to three years if compliance causes undue hardship. Additionally, the legislation revises the state's food recovery hierarchy, emphasizing the reduction, donation, and recycling of food waste, and clarifies the state’s waste disposal reduction goals. The Department of Environmental Protection is tasked with administering these requirements, including publishing a list of authorized organics recyclers and food rescue organizations by July 1, 2026.",ME Sen. Stacy Brenner (D-ME-030),
L.D. 1138 (S.P. 469): An Act to Reduce Pollution Associated with Transportation in Alignment with the State's Climate Action Plan ,Support,,Introduced or Prefiled,,Carry Over Approved,https://legislature.maine.gov/billtracker/#Paper/1138?legislature=132,"The legislative text outlines a comprehensive framework aimed at reducing greenhouse gas emissions from the transportation sector in Maine, aligning with the state's Climate Action Plan. The legislation mandates the Department of Transportation to adopt rules ensuring compliance with emissions reduction levels, transitioning from a previously optional stance. By December 31, 2025, the Department of Environmental Protection is required to establish specific emissions limits for various transportation source categories, with biennial targets over a decade to ensure adherence to established emissions levels. The Department of Transportation must develop and publish a plan by July 1, 2026, detailing strategies to reduce emissions and vehicle miles traveled, incorporating these strategies into long-term planning. Starting July 1, 2026, any capacity expansion project must undergo an impact assessment to evaluate its consistency with emissions reduction plans and targets. This assessment will project emissions and changes in vehicle miles over 20 years, and if a project is found inconsistent, it must be altered, mitigated, or halted. Mitigation measures include transit expansion, service improvements, and infrastructure enhancements, among others, and must be localized to affected communities. The legislation also establishes the Transportation Climate Technical Committee to assist in developing and reviewing emissions reduction plans, advising on achieving sector targets, and ensuring compliance with emissions limits. The committee will report biennially on its findings and recommendations, including proposed legislation, to the Governor and relevant legislative committees.",ME Sen. Stacy Brenner (D-ME-030),
L.D. 1122 (H.P. 741): An Act to Amend the Law Banning Single-use Carry-out Bags ,Support,,Introduced or Prefiled,,Reported Out Ontp,https://legislature.maine.gov/billtracker/#Paper/1122?legislature=132,"The legislative text introduces amendments to the existing law that bans single-use carry-out bags in retail establishments. The primary objective of the amendments is to refine and expand the definitions related to carry-out bags, including the introduction of terms such as ""recycled paper carry-out bag,"" ""reusable fabric carry-out bag,"" and ""reusable plastic carry-out bag."" These definitions specify the materials and characteristics required for each type of bag, such as the percentage of post-consumer recycled fiber and nonwood renewable fiber for paper bags, and the durability and reusability standards for fabric and plastic bags. The legislation also modifies the definition of ""point of sale"" to encompass various locations where merchandise is transferred to customers, including self-service kiosks, curbside pickup, and home delivery. Additionally, the bill increases the mandatory fee charged by retail establishments for recycled paper and reusable plastic carry-out bags from 5 cents to 10 cents per bag, with the collected fees retained by the establishments for any lawful purpose. Exemptions from this fee requirement are provided for certain small stores, restaurants, and hunger relief organizations. The amendments also reinforce the state's preemption over local regulations concerning carry-out bags, ensuring uniform application across Maine. These changes are set to take effect on January 1, 2026.",ME Rep. Sophia Warren (D-ME-124),
L.D. 1037 (H.P. 666): An Act to Lower the Energy Burden of Residents by Advancing Climate Change Goals ,Watching,,Introduced or Prefiled,4/9/2025,Carry Over Approved,https://legislature.maine.gov/billtracker/#Paper/1037?legislature=132,"The legislative text outlines a requirement for the Maine Climate Council to enhance its annual reporting by including specific recommendations aimed at reducing the energy burden on residents of Maine. This amendment to the existing statute, 38 MRSA §577-A, sub-§10, mandates that starting January 15, 2026, the council's report must explicitly address strategies to alleviate energy costs for the state's residents. The report, which is submitted to the joint standing committee of the Legislature responsible for environment and natural resources, will continue to detail the council's activities, findings, and any proposed legislation. The committee retains the authority to propose new legislation based on the council's recommendations. This legislative change does not specify any new funding allocations or financial figures, nor does it introduce any immediate deadlines beyond the specified date for the inclusion of the new reporting requirement.",ME Rep. Sophia Warren (D-ME-124),
L.D. 1010 (H.P. 657): An Act to Amend the State's Vehicle Inspection Law by Requiring Inspections Biennially ,Watching,,Introduced or Prefiled,4/8/2025,Carry Over Approved,https://legislature.maine.gov/billtracker/#Paper/1010?legislature=132,"The legislative text outlines amendments to the State of Maine's vehicle inspection laws, specifically altering the frequency of required inspections for motor vehicles. The primary provision of the legislation mandates that vehicles registered in the state must undergo inspection every other year, replacing the previous requirement for annual inspections. This change applies to both standard and enhanced inspections, the latter of which is required for vehicles registered in Cumberland County. Enhanced inspections include checks on specific equipment such as the fuel tank cap for gasoline-powered vehicles from 1974 onwards and the on-board diagnostic system for models from 1996 onwards. The legislation does not specify any new funding allocations or financial figures related to these changes. The amendments to the existing statutes are reflected in the modifications to 29-A MRSA §1751, sub-§1 and sub-§2-A, where the term ""annual"" is replaced with ""every other year."" The legislation does not introduce any specific timelines or deadlines beyond the biennial inspection requirement.",ME Rep. Chad Perkins (R-ME-031),
L.D. 995 (H.P. 642): An Act to Provide Funding for Low-income Electric Ratepayer Assistance ,Support,,Introduced or Prefiled,,Voted Divided Report,https://legislature.maine.gov/billtracker/#Paper/995?legislature=132,"The legislative text outlines a measure aimed at providing financial assistance to low-income households for their electricity expenses. The primary provision of this legislation is the definition of a ""low-income household"" as one with an income not exceeding 150% of the federal poverty level, as specified in Title 22, Section 3762, Subsection 1, Paragraph C. This definition is incorporated into the existing statute, 35-A MRSA §3214, sub-§2, to ensure clarity and consistency in the application of low-income assistance programs. The legislation allocates a total of $15 million in one-time funds, divided equally over two fiscal years, 2025-26 and 2026-27, with $7.5 million designated for each year. These funds are intended to support low-income electric ratepayer assistance, managed by the Maine State Housing Authority under the Low-income Home Energy Assistance program. The financial support is aimed at alleviating the burden of electricity costs for eligible households, thereby enhancing their access to essential energy services.",ME Rep. Melanie Sachs (D-ME-102),
L.D. 837 (S.P. 370): An Act to Require the Office of the Public Advocate to Implement the State's Climate Action Plan ,Support,,Introduced or Prefiled,,Voted Divided Report,https://legislature.maine.gov/billtracker/#Paper/837?legislature=132,"The legislative text mandates the Office of the Public Advocate in Maine to take on the responsibility of implementing the state's Climate Action Plan. This new duty is added to the existing responsibilities of the Public Advocate as outlined in the Maine Revised Statutes, specifically under 35-A MRSA §1702, sub-§11. The legislation does not specify any additional funding allocations or financial figures to support this implementation. Furthermore, the bill does not introduce any specific timelines or deadlines for the execution of these duties. The primary objective of this legislative change is to ensure that the state's Climate Action Plan is actively pursued and integrated into the functions of the Public Advocate, thereby reinforcing the state's commitment to addressing climate change.",ME Sen. Mark Lawrence (D-ME-035),
L.D. 827 (S.P. 351): An Act to Allow the Sale of Polymer-coated Cookware That Is Authorized for Food Contact by the United States Food and Drug Administration ,Oppose,,Introduced or Prefiled,,Voted Divided Report,https://legislature.maine.gov/billtracker/#Paper/827?legislature=132,"The legislative text introduces amendments to existing Maine statutes concerning the sale and regulation of cookware products. The primary objective of the legislation is to permit the sale of polymer-coated cookware that is authorized for food contact by the United States Food and Drug Administration (FDA). Specifically, the bill modifies the definition of ""cookware product"" under 38 MRSA §1614, sub-§1, ¶A-10, to exclude polymer-coated durable items approved by the FDA for food contact. Additionally, the legislation amends 38 MRSA §1614, sub-§5, ¶B-1, to allow cookware products with cooking surfaces containing polytetrafluoroethylene, fluorinated ethylene propylene, or perfluoroalkoxy alkane, even if they contain intentionally added per- and polyfluoroalkyl substances (PFAS). The bill does not specify any funding allocations or financial figures, nor does it outline any specific timelines or deadlines for implementation.",ME Sen. Jeff Timberlake (R-ME-017),
