Maine 2025 Priority Bills,Stance,Issues,Status Text,Future Hearing Dates,Last Timeline Action,Source Link,AI Summary,Sponsors List,Cosponsors List
"L.D. 568 (S.P. 248): Resolve, Directing the Public Utilities Commission to Evaluate Different Procurement Methods for Standard-offer Service",Watching,,Enacted,,Final Disposition: Finally Passed,https://legislature.maine.gov/billtracker/#Paper/SP0248?legislature=132,"This legislative amendment to S.P. 248, L.D. 568, retitles the bill as a resolve directing the Maine Public Utilities Commission (PUC) to evaluate alternative procurement methods for standard-offer electricity service, as outlined in Maine Revised Statutes, Title 35-A, section 3212. The PUC is tasked with considering procurement strategies such as varying the length of supply contracts and increasing the frequency of bid solicitations, with the goals of improving the quality and quantity of bids, lowering electricity rates for consumers, and enhancing rate stability. The amendment requires the PUC to submit a comprehensive report to the Joint Standing Committee on Energy, Utilities and Technology by January 2, 2026. This report must detail the evaluation process, indicate whether any changes to procurement strategies were implemented as of January 1, 2026, assess whether the intended outcomes were achieved or are likely to be achieved, and provide the rationale if no changes were made. The committee is also authorized to introduce related legislation in the subsequent legislative session based on the report’s findings. No specific funding allocations are mentioned in the amendment, and the primary modification to existing law is the directive for the PUC to conduct this evaluation and reporting process. The amendment aligns with the organization’s mission if it is focused on energy policy, consumer protection, or utility regulation, as it seeks to improve electricity procurement processes for the benefit of ratepayers and market stability.",ME Sen. Matt Harrington (R-ME-033),"ME Rep. Reagan Paul (R-ME-037), ME Rep. Sophia Warren (D-ME-124)"
"L.D. 946 (H.P. 611): Resolve, to Increase Access to Energy Efficiency Programs by Low-income and Moderate-income Residents",Support,,Enacted,,Final Disposition: Finally Passed,https://legislature.maine.gov/billtracker/#Paper/HP0611?legislature=132,"This legislative amendment to L.D. 946 directs the Efficiency Maine Trust to allocate at least 50% of all available funding for electric vehicle rebates and for incentives related to weatherization and heat pumps to low-income and moderate-income residents during the period covered by the Trust's 6th triennial plan, as outlined in Maine Revised Statutes, Title 35-A, section 10104, subsection 4. The amendment replaces the original resolve, focusing specifically on ensuring equitable access to energy efficiency programs and clean transportation incentives for economically disadvantaged populations. No specific funding figures are provided in the text, but the requirement applies to all funds available for these programs during the specified planning period. The amendment does not introduce new deadlines beyond the timeframe of the 6th triennial plan, nor does it alter the underlying statutes except to specify the distribution requirements for these funds. This measure aligns with efforts to promote energy equity and support the participation of low- and moderate-income households in Maine’s transition to cleaner energy and transportation solutions.",ME Rep. Sophia Warren (D-ME-124),"ME Rep. Daniel ""Dan"" Ankeles (D-ME-100), ME Rep. Cheryl Golek (D-ME-099), ME Sen. Rachel Talbot Ross (D-ME-028), ME Sen. Mike ""Michael"" Tipping (D-ME-008)"
L.D. 1158 (H.P. 763): An Act to Expand Appliance Energy and Water Standards,Support,,Enacted,,Final Disposition: Enacted,https://legislature.maine.gov/billtracker/#Paper/HP0763?legislature=132,"This legislative amendment to L.D. 1158, titled 'An Act to Expand Appliance Energy and Water Standards,' modifies the original bill by narrowing the scope of appliances subject to new energy and water efficiency standards in Maine. Specifically, the amendment removes gas fireplaces and water softeners from the list of regulated products, leaving only computer server power supplies and residential ventilating fans as the newly covered appliances under the bill. The amendment also updates references in the bill to reflect this change, ensuring consistency throughout the legislative text. The Department of Environmental Protection remains responsible for adopting rules to enforce these standards. No new funding allocations or deadlines are specified in this amendment. The changes align with the mission of organizations focused on environmental protection and energy efficiency by maintaining regulatory oversight on select appliances, though the removal of certain products may limit the overall impact on energy and water conservation.","ME Rep. Arthur ""Art"" Bell (D-ME-103)","ME Rep. William ""Bill"" Bridgeo (D-ME-060), ME Rep. Victoria ""Vicki"" Doudera (D-ME-041), ME Rep. Laurie Osher (D-ME-025), ME Rep. William ""Bill"" Pluecker (I-ME-044), ME Sen. Denise Tepler (D-ME-024)"
"L.D. 356 (S.P. 142): Resolve, Directing the Board of Pesticides Control to Prohibit the Use of Rodenticides in Outdoor Residential Settings",Support,,Sent to Executive,,Final Disposition: Finally Passed,https://legislature.maine.gov/billtracker/#Paper/SP0142?legislature=132,"This legislative amendment to L.D. 356, as adopted by the Maine Senate's Committee on Agriculture, Conservation and Forestry, replaces the original bill with a resolve that directs the Department of Agriculture, Conservation and Forestry's Board of Pesticides Control to prohibit the use of rodenticides, including rodenticidal baits, in outdoor residential settings. The prohibition does not apply to certified applicators, as defined by Maine Revised Statutes, Title 22, section 1471-C, subsection 4, who are authorized to use or supervise the use of pesticides. The Board is required to submit a report updating the status of this prohibition to the Joint Standing Committee on Agriculture, Conservation and Forestry by January 15, 2026. The committee is granted the authority to submit related legislation in the subsequent legislative session based on the report's findings. The amendment also removes the emergency preamble and clause from the original bill. This action aligns with the organization's mission to promote environmental safety and public health by restricting the use of potentially harmful chemicals in residential outdoor environments, while still allowing for professional pest management where necessary.",ME Sen. Rick Bennett (R-ME-018),"ME Rep. Arthur ""Art"" Bell (D-ME-103), ME Rep. Marygrace Cimino (R-ME-083), ME Rep. Victoria ""Vicki"" Doudera (D-ME-041), ME Rep. John Eder (R-ME-136), ME Sen. Nicole Grohoski (D-ME-007), ME Rep. Nina Milliken (D-ME-016)"
"L.D. 402 (H.P. 256): An Act to Move the Natural Areas Program from the Department of Agriculture, Conservation and Forestry to the Department of Inland Fisheries and Wildlife and to Amend the Law Governing Administration of the Bureau of Resource Management Within the Department of Inland Fisheries and Wildlife",Support,,Passed Original Chamber,,Final Disposition: Died Between Houses,https://legislature.maine.gov/billtracker/#Paper/HP0256?legislature=132,"This legislative amendment to L.D. 402 concerns the transfer of Maine's Natural Areas Program from the Department of Agriculture, Conservation and Forestry (DACF) to the Department of Inland Fisheries and Wildlife (DIFW). The amendment makes several technical corrections to the original bill, including clarifying departmental references and relettering sections for consistency. A significant policy change introduced by the amendment is the restriction placed on the Commissioner of Inland Fisheries and Wildlife, who is now prohibited from adopting rules to protect plants under the relevant subchapter unless such action is necessary for the conservation of rare, threatened, or endangered fish or wildlife. This narrows the scope of plant protection to cases directly impacting animal conservation, potentially limiting broader plant conservation efforts. Additionally, the amendment removes a provision that would have required a duplicative consistency review of comprehensive municipal growth management plans by the DIFW, streamlining administrative processes and avoiding redundancy.

The amendment mandates that by January 15, 2027, the DIFW must submit a report to the Legislature's relevant committees detailing the outcomes, findings, and recommendations regarding the transfer of the Natural Areas Program. This report may inform future legislative action, as the committees are authorized to propose related legislation to the 133rd Legislature in 2027. This timeline ensures legislative oversight and the opportunity for further adjustments based on the program's performance post-transfer.

In terms of funding, the amendment details the transfer of personnel and associated funds from the DACF to the DIFW. Specifically, it reallocates one Public Service Manager II, one Resource Management Coordinator, and five Biologist II positions, along with their respective funding streams, from the DACF's Natural Areas Program to the DIFW's Resource Management Services. The financial adjustments for fiscal years 2025-26 and 2026-27 are outlined, with reductions in the DACF's budget and corresponding increases in the DIFW's budget across the General Fund, Federal Expenditures Fund, and Other Special Revenue Funds. The amendment also establishes a baseline allocation for the Natural Areas Conservation Fund within the DIFW.

Key points relevant to conservation and natural resource management include the administrative realignment of the Natural Areas Program, the narrowed regulatory authority over plant protection, and the requirement for legislative review of the program's transfer. These changes align with the organization's mission if it is focused on efficient government operations and the integration of wildlife and natural area management, but may raise concerns for those prioritizing comprehensive plant conservation, as the amendment limits regulatory protections for plants unless tied to animal conservation needs.

Overall, the amendment seeks to streamline the administration of Maine's natural areas by consolidating programs under the DIFW, clarifies regulatory authority, and ensures legislative oversight, while also making significant changes to the scope of plant protection and the allocation of state resources.","ME Rep. James ""Jim"" Dill (D-ME-026)",
"L.D. 65 (H.P. 29): An Act to Update the Definition of ""Coastal Wetlands"" Under the Natural Resources Protection Act and the Mandatory Shoreland Zoning Laws",Support,"Climate Change: Prevention & Reaction, Coastal Protection",Enacted,,Final Disposition: Enacted,https://legislature.maine.gov/billtracker/#Paper/HP0029?legislature=132,"This legislative amendment to H.P. 29, L.D. 65, titled 'An Act to Update the Definition of ""Coastal Wetlands"" Under the Natural Resources Protection Act and the Mandatory Shoreland Zoning Laws,' revises and standardizes the definition of 'coastal wetlands' in Maine law. Specifically, it repeals and replaces the existing definitions in both the Natural Resources Protection Act (38 MRSA §480-B, sub-§2) and the mandatory shoreland zoning laws (38 MRSA §436-A, sub-§1). The new definition clarifies that 'coastal wetlands' include all areas with salt-tolerant vegetation found primarily in saltwater or estuarine habitats, as well as all tidal and subtidal lands, swamps, marshes, bogs, beaches, flats, or other contiguous lowlands subject to tidal action during the highest astronomical tide, as determined by the National Oceanic and Atmospheric Administration. The definition also allows for the inclusion of portions of coastal sand dunes as coastal wetlands. No specific funding allocations or deadlines are mentioned in the amendment. The primary impact of this legislation is to provide a more precise and consistent legal framework for identifying and regulating coastal wetlands, which is directly relevant to organizations focused on environmental protection, coastal management, and habitat conservation. By updating and harmonizing these definitions, the amendment aims to improve the effectiveness of natural resource protection and shoreland zoning efforts in Maine.","ME Rep. Victoria ""Vicki"" Doudera (D-ME-041)",
L.D. 228 (H.P. 151): An Act to Allow Coastal Seawalls to Be Raised by up to 2 Feet in Order to Accommodate Predicted Sea Level Rise,Support,,Sent to Executive,,Final Disposition: Emergency Enacted,https://legislature.maine.gov/billtracker/#Paper/HP0151?legislature=132,"This legislative amendment to Maine's Natural Resources Protection Act authorizes the Department of Environmental Protection to permit a one-time increase of up to two feet in the height of existing seawalls or similar structures located within coastal sand dune systems, provided that a series of specific conditions are met. The amendment defines 'existing seawall' as one that legally existed as of January 1, 2025, and sets eligibility criteria based on the size and use of the property (residential, commercial, or road), proximity of structures to the seawall, and the absence or impracticality of restoring a seaward sand dune. The increased height must not exceed one foot above the base flood elevation, and the seawall's other dimensions cannot be altered. Applicants are required to mitigate any increased erosion or scouring caused by the height increase, and, where space allows, must construct or plant native dune vegetation landward of the seawall. For projects involving multiple contiguous lots, the amendment stipulates that the cumulative effect of seawall height increases must not exacerbate flood risks to neighboring properties as determined by engineering analysis. The amendment also clarifies that certain stabilization materials and construction methods are permissible when used in conjunction with existing seawalls, and it allows for the use of metal stakes, anchors, or cables in these contexts under a permit by rule. Additionally, the bill modifies existing law to permit the replacement of seawalls destroyed or threatened by emergencies to be rebuilt with an increased height, in line with the new provisions. These changes are designed to address predicted sea level rise while balancing environmental protection, property rights, and community resilience. The amendment does not specify new funding allocations or deadlines but focuses on regulatory changes and permitting criteria.","ME Rep. Robert ""Bob"" Foley (R-ME-145)","ME Rep. Richard ""Dick"" Campbell (R-ME-019), ME Rep. Lori Gramlich (D-ME-131), ME Sen. Joseph ""Joe"" Martin (R-ME-019), ME Rep. Richard ""Rick"" Mason (R-ME-097), ME Rep. Michael ""Mike"" Soboleski (R-ME-073), ME Sen. Donna Bailey (D-ME-031), ME Rep. Mark Blier (R-ME-138)"
"L.D. 300 (H.P. 200): Resolve, to Direct the Governor's Energy Office to Study Expanding the Use of Hydroelectric Power and the Development of a Geothermal Power Plant in the State",Watching,,Enacted,,Final Disposition: Finally Passed,https://legislature.maine.gov/billtracker/#Paper/HP0200?legislature=132,"This legislative amendment to L.D. 300 directs the Governor's Energy Office, in consultation with the Public Utilities Commission, the Department of Environmental Protection, and the Maine Emergency Management Agency, to conduct two comprehensive studies aimed at expanding Maine's renewable energy portfolio. The first study focuses on hydroelectric power and energy storage, requiring a review of existing operations, previous studies (including the 2015 Maine Hydropower Study), and new technologies used in other states with similar geography. It also mandates the identification of potential sites for pumped storage hydropower systems and an evaluation of barriers to their development, all while considering greenhouse gas emissions. The second study evaluates the feasibility of developing geothermal power plants and district geothermal systems for heating and cooling, particularly on brownfield sites and state-owned properties. This study involves consultation with geologic engineering experts and an assessment of the economic and technical viability of such systems, again with attention to greenhouse gas impacts. The amendment changes the responsible agency from the Public Utilities Commission to the Governor's Energy Office and sets a deadline of January 15, 2027, for the submission of reports and recommendations to the Legislature's energy committee, which may propose related legislation in 2027. The amendment aligns with the organization's mission to promote clean, diversified, and sustainable energy solutions by prioritizing the evaluation of renewable energy sources and their environmental impacts.",ME Rep. Mathew McIntyre (R-ME-018),ME Rep. Alicia Collins (R-ME-061)
"L.D. 487 (H.P. 316): Resolve, Directing the Northern New England Passenger Rail Authority to Apply for Federal Funding for the Purpose of Identifying the Rail Corridor Connecting Portland to Orono as an Intercity Passenger Rail Corridor",Support,,Passed Original Chamber,,Final Disposition: Died Between Houses,https://legislature.maine.gov/billtracker/#Paper/HP0316?legislature=132,"This legislative amendment to L.D. 487 directs the Northern New England Passenger Rail Authority to apply for federal funding to designate the rail corridor connecting Portland to Orono as an intercity passenger rail corridor. The amendment specifically adds an appropriations and allocations section, providing a one-time allocation of $40,000 from the Highway Fund for the fiscal year 2025-26. These funds are intended to contract with an entity that will gather necessary information and prepare the federal funding application. No funds are allocated for the following fiscal year (2026-27). The amendment does not introduce changes to existing statutes but supplements the original resolve with a funding mechanism to support the application process. The key point of this amendment is the provision of financial resources to facilitate the identification and potential development of enhanced passenger rail service in the region, which aligns with transportation infrastructure improvement and regional connectivity goals.",ME Rep. Tavis Hasenfus (D-ME-057),"ME Sen. Joe Baldacci (D-ME-009), ME Rep. Steven ""Steve"" Bishop (R-ME-017), ME Sen. Scott Cyrway (R-ME-016), ME Rep. John ""Jack"" Ducharme (R-ME-071), ME Rep. Kenneth ""Ken"" Fredette (R-ME-033), ME Sen. Craig Hickman (D-ME-014), ME Rep. Karen Montell (D-ME-054), ME Rep. Matt Moonen (D-ME-117), ME Rep. Daniel ""Dan"" Sayre (D-ME-135)"
"L.D. 1420 (S.P. 576): Resolve, to Establish the Commission to Ensure a Just and Equitable Energy Transition for Maine's Workforce",Support,,Passed Original Chamber,,"Carried Over, In The Same Posture, To Any Special Or Regular Session Of The 132Nd Legislature, Pursuant To Joint Order Sp 800.",https://legislature.maine.gov/billtracker/#Paper/SP0576?legislature=132,"This Senate amendment to Committee Amendment 'A' for L.D. 1420, 'Resolve, to Establish the Commission to Ensure a Just and Equitable Energy Transition for Maine's Workforce,' makes several procedural changes to the underlying amendment. Specifically, it removes the emergency preamble and the emergency clause, which would have allowed the legislation to take effect immediately upon passage. Additionally, it strikes out certain instructional paragraphs and ensures that any nonconsecutive part letters or section numbers are renumbered for consistency. The amendment does not alter the substantive provisions regarding the establishment or operation of the commission itself, nor does it affect any funding or core mandates related to the commission's work on Maine's energy transition and workforce. These changes are primarily technical and procedural, focusing on the legislative process rather than the policy content of the bill. The amendment aligns with the organization's mission only insofar as it affects the timing and procedural aspects of the commission's establishment, not its substantive goals or operations.",ME Sen. Mark Lawrence (D-ME-035),"ME Rep. Valli Geiger (D-ME-042), ME Rep. Christopher Kessler (D-ME-121), ME Sen. Mike ""Michael"" Tipping (D-ME-008)"
L.D. 343 (H.P. 243): An Act to Direct the Public Utilities Commission to Seek Informational Bids Regarding Small Modular Nuclear Reactors in the State,Oppose,,Introduced or Prefiled,10/30/2025,"Carried Over, In The Same Posture, To Any Special Or Regular Session Of The 132Nd Legislature, Pursuant To Joint Order Sp 800.",https://legislature.maine.gov/billtracker/#Paper/HP0243?legislature=132,"This legislative amendment to L.D. 343, as proposed in the Maine House of Representatives, replaces the original bill and retitles it as 'An Act to Ensure Periodic Assessment for Clean Energy Technology.' The amendment modifies existing law (2 MRSA §9, sub-§3, ¶C) by requiring the Director of the Governor's Energy Office to include, in the biennial update to the state's comprehensive energy plan, a new section that reviews and evaluates emerging energy technologies. This evaluation must specifically address technologies that could help Maine achieve its greenhouse gas emissions reduction goals as established under Title 38, Section 576-A. The technologies to be reviewed include, but are not limited to, energy storage solutions and small modular nuclear reactors. The amendment does not allocate specific funding or set new deadlines beyond the biennial reporting cycle already in place. The key point of this amendment is its focus on ensuring that Maine's energy planning process systematically considers innovative and potentially impactful clean energy technologies, aligning with broader state objectives to reduce greenhouse gas emissions. This approach supports the organization's mission if it is centered on advancing clean energy, climate action, or the integration of new technologies into the state's energy portfolio.",ME Rep. Reagan Paul (R-ME-037),"ME Rep. Roger Albert (R-ME-002), ME Rep. Richard ""Dick"" Campbell (R-ME-019), ME Rep. Gary Drinkwater (R-ME-027), ME Rep. Steven Foster (R-ME-032), ME Sen. Matt Harrington (R-ME-033), ME Rep. Benjamin ""Ben"" Hymes (R-ME-038), ME Rep. Mathew McIntyre (R-ME-018), ME Rep. Michael ""Mike"" Soboleski (R-ME-073)"
L.D. 115 (S.P. 15): An Act to Assess Impact Fees on Megayachts,Support,,Introduced or Prefiled,,Final Disposition: Died On Adjournment,https://legislature.maine.gov/billtracker/#Paper/SP0015?legislature=132,"This legislative amendment to S.P. 15, L.D. 115, titled 'An Act to Assess Impact Fees on Megayachts,' introduces appropriations to establish the Megayacht Fund within Maine's Department of Environmental Protection. The amendment allocates $500 annually for fiscal years 2025-26 and 2026-27 from Other Special Revenue Funds to support the program's baseline operations. The amendment also addresses the fiscal implications of collecting impact fees from megayachts, noting that while local governments may need to adjust their activities, many municipalities already have mechanisms in place for collecting similar fees, such as docking fees. The legislation proposes that 50% of the collected impact fees be distributed to municipalities for harbor and sea level rise mitigation infrastructure, while the remaining 50% supports public transit infrastructure. This distribution is intended to offset any additional costs to municipalities, and the minority of the committee asserts that the bill does not impose an unfunded mandate, as municipalities can implement the requirements within their existing resources. The amendment includes a fiscal note and clarifies that the requirements do not necessitate new infrastructure or expenditures beyond what municipalities already manage.",ME Sen. Rick Bennett (R-ME-018),ME Rep. Grayson Lookner (D-ME-113)
L.D. 837 (S.P. 370): An Act to Require Positions Taken by the Public Advocate to Be Consistent with the Cost-effective Implementation of the State's Greenhouse Gas Emissions Reductions Obligations,Support,,Sent to Executive,,Final Disposition: Enacted,https://legislature.maine.gov/billtracker/#Paper/SP0370?legislature=132,"This legislative amendment to Maine's Title 35-A, Section 1702, modifies the responsibilities of the Office of the Public Advocate. The amendment requires that, in addition to existing duties, the Public Advocate must ensure that any position taken in proceedings or forums is consistent with the cost-effective implementation of the state's greenhouse gas emissions reduction obligations, as established in Title 38, Section 576-A. This change adds a new criterion to the Public Advocate's mandate, which already includes promoting price stabilization and lowering costs for ratepayers, as well as aligning with established priorities and statutory requirements. The amendment does not specify new funding allocations or deadlines, but it does introduce a statutory obligation for the Public Advocate to consider climate action goals in their advocacy, particularly focusing on cost-effectiveness for ratepayers. This aligns the Public Advocate's work more closely with Maine's climate action and emissions reduction objectives, ensuring that consumer advocacy also supports the state's environmental commitments.",ME Sen. Mark Lawrence (D-ME-035),"ME Rep. Valli Geiger (D-ME-042), ME Rep. Walter ""Gerry"" Runte (D-ME-146), ME Rep. Melanie Sachs (D-ME-102), ME Rep. Kilton Webb (D-ME-098)"
L.D. 39 (H.P. 3): An Act to Require Landowners to Report Their Participation in a Forest Carbon Program or Project,Support,,Enacted,,Final Disposition: Enacted,https://legislature.maine.gov/billtracker/#Paper/HP0003?legislature=132,"This legislative amendment to Maine's forestry laws requires landowners or their designated agents to report any participation in a forest carbon program or project to the Director of the Bureau of Forestry within the Department of Agriculture, Conservation and Forestry. The amendment introduces new definitions for 'forest carbon credit,' 'forest carbon program or project,' and 'forest carbon project developer,' clarifying the scope of activities and entities involved in forest carbon initiatives. The reporting requirement mandates that landowners provide specific information, including the name of the program or project, the developer, the relevant protocol or registry, legal contact information, enrollment period, and the total acreage involved, broken down by municipality. For landowners already enrolled in such programs prior to the law's effective date, the report must be filed by July 1, 2026. The amendment also modifies existing reporting statutes to include these new requirements and clarifies that all such reports are due in January for the preceding year. Notably, the amendment reduces the amount of information required compared to the original bill and removes the proposed $200 fee for initial reports on projects over 1,000 acres. This legislation aligns with the state's interest in tracking forest carbon activities for conservation and climate policy purposes, while reducing administrative burdens on landowners.","ME Rep. William ""Bill"" Pluecker (I-ME-044)",
"L.D. 407 (H.P. 261): Resolve, to Ensure the Removal of Aqueous Film-forming Foam from the Former Brunswick Naval Air Station",Support,,Enacted,,Final Disposition: Finally Passed,https://legislature.maine.gov/billtracker/#Paper/HP0261?legislature=132,"This legislative amendment replaces the original bill with a resolve that directs the Midcoast Regional Redevelopment Authority (MRRA) to ensure the removal and elimination of aqueous film-forming foam (AFFF), a fire suppressant containing fluorinated surfactants, from all properties it owns or leases at the former Brunswick Naval Air Station. The resolve establishes a series of deadlines: by December 31, 2025, all fire suppression and related systems containing AFFF must be shut off or rendered incapable of dispensing the foam, and all AFFF not contained in such systems must be removed from the property. By July 1, 2026, the MRRA must secure sufficient funding to cover the costs of completely purging all systems of AFFF and any residue. Finally, by December 31, 2026, all systems must be fully purged so that no AFFF or residue remains. The amendment clarifies that these requirements do not constitute a state mandate under the Maine Constitution, as the MRRA is not considered a local unit of government. The fiscal impact statement notes that while the activities required will necessitate additional expenditures, the amendment does not impose an unfunded state mandate. This legislation aligns with environmental and public health priorities by addressing the removal of potentially hazardous substances from a significant redevelopment site.","ME Rep. Daniel ""Dan"" Ankeles (D-ME-100)","ME Rep. Poppy Arford (D-ME-101), ME Rep. Arthur ""Art"" Bell (D-ME-103), ME Sen. Mattie Daughtry (D-ME-023), ME Rep. Cheryl Golek (D-ME-099), ME Rep. Allison Hepler (D-ME-049), ME Rep. Rafael Macias (D-ME-051), ME Rep. Morgan Rielly (D-ME-127), ME Rep. David Sinclair (D-ME-050), ME Rep. Kilton Webb (D-ME-098)"
L.D. 1130 (H.P. 749): An Act to Advance Energy Storage Within the State,Support,,Enacted,,Final Disposition: Enacted,https://legislature.maine.gov/billtracker/#Paper/HP0749?legislature=132,"The amended legislative text revises Maine's approach to advancing energy storage within the state by updating the title and replacing the original bill's content. The amendment sets specific state goals for energy storage system development, requiring at least 300 megawatts of installed capacity by December 31, 2025, and at least 400 megawatts by December 31, 2030. It mandates that, beginning January 15, 2027, and every two years thereafter, the Governor's Energy Office must reevaluate these goals as part of the biennial update to the state energy plan. If the office decides to increase the energy storage goal, it is required to report any such increase in the state energy plan to the legislative committee responsible for energy and utilities. The amendment modifies 35-A MRSA §3145 by making the reevaluation of goals mandatory (changing 'may' to 'shall') and clarifies the reporting process. No specific funding allocations are detailed in this amendment, and the fiscal note is referenced but not included in the provided text. The key points align with the organization's mission to promote clean energy and grid modernization by ensuring regular reassessment and potential expansion of energy storage targets, thereby supporting the integration of renewable energy and enhancing grid reliability.",ME Rep. Sophia Warren (D-ME-124),"ME Sen. Stacy Brenner (D-ME-030), ME Rep. Valli Geiger (D-ME-042), ME Sen. Mark Lawrence (D-ME-035), ME Rep. Parnell Terry (D-ME-108), ME Rep. Kilton Webb (D-ME-098), ME Rep. Walter ""Gerry"" Runte (D-ME-146), ME Rep. Melanie Sachs (D-ME-102), ME Rep. Eleanor Sato (D-ME-109)"
L.D. 912 (S.P. 402): An Act to Limit the Amount of Electricity That May Be Provided to Data Centers on a Certain Commercial or Industrial Site,Support,,Sent to Executive,,Final Disposition: Emergency Enacted,https://legislature.maine.gov/billtracker/#Paper/SP0402?legislature=132,"This legislative amendment to Maine's energy statutes addresses the allocation of electricity to data centers located on certain commercial or industrial sites. The bill modifies the definition of entities exempt from being classified as 'transmission and distribution utilities' under 35-A MRSA §102, specifically targeting those operating within the control area of the New England Independent System Operator and situated in municipalities north of the Town of Chester. The amendment stipulates that such entities may not allocate more than 25% of their nameplate electricity generation capacity to serve data centers on the site. The definition of 'data center' is clarified to include facilities primarily used for processing, storing, and transmitting digital information, with specialized environmental controls. The legislation is designated as an emergency measure, allowing it to take effect immediately upon approval, in order to prevent the monopolization of local electricity resources by data centers and to ensure energy availability for a diverse range of employers and industries. No specific funding allocations are included in the bill, and the primary change is the imposition of a cap on electricity usage by data centers to preserve broader economic development opportunities in the region. This aligns with the state's interest in equitable energy distribution and supporting varied economic growth.",,
L.D. 895 (S.P. 384): An Act to Support Immersive Outdoor Education by Establishing the Outdoor School for All Maine Students Program,Support,,Sent to Executive,,Final Disposition: Emergency Enacted,https://legislature.maine.gov/billtracker/#Paper/SP0384?legislature=132,"This legislative amendment to S.P. 384, L.D. 895, titled 'An Act to Support Immersive Outdoor Education by Establishing the Outdoor School for All Maine Students Program,' introduces several key modifications to the original bill. The amendment mandates that outdoor education program providers must comply with the requirements set forth in Maine Revised Statutes, Title 12, chapter 927, specifically regarding the use of licensed guides, youth camp trip leaders, or educational trip leaders, as appropriate. This ensures that all outdoor educational activities are conducted under proper supervision and safety standards. Additionally, the amendment clarifies that the University of Maine Cooperative Extension Service is not obligated to provide grants, conduct evaluation and longitudinal studies, or convene an advisory committee for the program unless sufficient funding is available. This provision is intended to prevent the imposition of unfunded mandates on the University. The amendment also includes an appropriations and allocations section, authorizing a base allocation of $500 per year for fiscal years 2025-26 and 2026-27 from Other Special Revenue Funds, which will enable the University of Maine Cooperative Extension Service to administer the program if funds from public or private sources are received. These changes align with the organization's mission to promote safe, accessible, and well-supported outdoor education opportunities for Maine students, while also ensuring responsible fiscal management and compliance with existing safety regulations.",ME Sen. Rick Bennett (R-ME-018),"ME Sen. Stacy Brenner (D-ME-030), ME Rep. Nathan Carlow (R-ME-137), ME Sen. Nicole Grohoski (D-ME-007), ME Sen. Stacey Guerin (R-ME-004), ME Rep. Kelly Murphy (D-ME-125), ME Sen. Joe Rafferty (D-ME-034), ME Rep. Morgan Rielly (D-ME-127), ME Sen. Jeff Timberlake (R-ME-017)"
"L.D. 472 (S.P. 212): Resolve, Directing the Maine-Canadian Legislative Advisory Commission and the New England and Eastern Canada Legislative Commission to Examine Restoring Passenger Rail from Boston to Montreal",Support,,Sent to Executive,,Final Disposition: Finally Passed,https://legislature.maine.gov/billtracker/#Paper/SP0212?legislature=132,"This legislative amendment pertains to L.D. 472, a resolve directing the Maine-Canadian Legislative Advisory Commission and the New England and Eastern Canada Legislative Commission to examine the feasibility of restoring passenger rail service between Boston and Montreal. The primary modification introduced by this committee amendment is the incorporation of a fiscal note, which provides an official estimate of the financial implications associated with the proposed study. The amendment does not alter the substantive directives of the original resolve but ensures that the financial impact is formally considered as part of the legislative process. No specific funding figures, deadlines, or additional statutory changes are detailed in this amendment. The key point relevant to transportation and regional connectivity is the continued focus on evaluating cross-border passenger rail restoration, now with an added emphasis on fiscal responsibility and transparency.",,"ME Rep. Mark Babin (R-ME-003), ME Sen. Joe Baldacci (D-ME-009), ME Sen. Mike ""Michael"" Tipping (D-ME-008)"
L.D. 379 (S.P. 138): An Act Regarding Confidential Information Gathered for Forest Fire Emergency Response and Planning,Watching,,Enacted,,Final Disposition: Enacted,https://legislature.maine.gov/billtracker/#Paper/SP0138?legislature=132,"Legislative Document No. 379, introduced in the 132nd Maine Legislature, amends Title 12 of the Maine Revised Statutes by enacting new provisions regarding the confidentiality of information gathered for forest fire emergency response and planning. The bill specifies that certain types of information included in emergency plans of action—such as personal contact information, details about access to gates, locks, or roads, proprietary landowner information, and emergency response data acquired by the Director of the Bureau of Forestry—are to be considered confidential. These categories of information are thereby exempt from public disclosure requirements under Maine's Freedom of Access Act (Title 1, Chapter 13). The legislation further authorizes the Director of the Bureau of Forestry to share this confidential information with other state agencies when necessary for emergency incident response and planning purposes. This modification clarifies and strengthens the legal protections for sensitive information related to forest fire preparedness, aiming to balance public transparency with the need for operational security and privacy for landowners and emergency responders. The bill aligns with the Department of Agriculture, Conservation and Forestry's mission to ensure effective emergency response while safeguarding sensitive data that could compromise safety or privacy if publicly disclosed.",ME Sen. Russell Black (R-ME-005),
L.D. 1472 (H.P. 964): An Act to Address Climate Change,Support,,Introduced or Prefiled,,Final Disposition: Leave To Withdraw,https://legislature.maine.gov/billtracker/#Paper/HP0964?legislature=132,"The legislative document from the 132nd Maine Legislature, titled 'An Act to Address Climate Change,' is a concept draft introduced by Representative Warren of Scarborough. The bill is intended to propose measures aimed at addressing climate change, although specific details and measures are not provided in the text. The document has been referred to the Committee on Environment and Natural Resources for further consideration. As a concept draft, it serves as a preliminary proposal that outlines the intention to develop comprehensive strategies to combat climate change in the state of Maine.",ME Rep. Sophia Warren (D-ME-124),
